TITLE,CATEGORY,COLOR,SIZE,PRICE,DESCRIPTION
Diesel Braddom 0816H Jeans,Jeans,0816H,"['W27 / 32L ', '\n                28 in. / 32L ']",£50.00,['Diesel Braddom 0816H Jeans. Distressed and Faded. DNA Mutation Collection. Made in Italy. Worn Look with Destroyed Denim. Whiskering on Thighs and Knees.']
Diesel Brand Logo Black Sweater,Sweater,Black,"['M ', 'L ', '\n                XL ', 'XXL ']",£32.00,"['Diesel Brand Logo Black Sweater. Diesel Brand Logo Black Jumper. 100% Cotton, Large Branding down Arm And On Left Chest. Crew Neck, Long Sleeves. BMOWT-WILLY 0LBAL 900. Elasticated Neck, Sleeve Ends and Bottom']"
Diesel BRAVES Black T-Shirt,T-Shirt,Black,"['\n                L ', '\n                M ', 'S ', '\n                XL ']",£12.00,['Diesel BRAVES Black T-Shirt. Diesel Black T-Shirt. Large Printed Motif on the Front. Crew Neck Tee. 100% Cotton. Style - T-Diego-Braves 900']
Diesel Broken Brand Logo Black Sweater,Sweater,Black,"['\n                L ', '\n                XL ', 'S ']",£30.00,"['Diesel Broken Brand Logo Black Sweater. Diesel Broken Brand Logo Sweater. 100% Cotton. Crew Neck, Long Sleeves. S-Orestes-Bro 900. Elasticated Neck, Sleeve Ends and Bottom']"
Diesel Broken Brand Logo White Sweater,Sweater,White,"['L ', '\n                S ', 'XL ', '\n                XXL ']",£30.00,"['Diesel Broken Brand Logo White Sweater. Diesel Broken Brand Logo Sweater. 100% Cotton. Crew Neck, Long Sleeves. S-Orestes-Bro 100. Elasticated Neck, Sleeve Ends and Bottom']"
Diesel Buster 0607A Blue Jeans,Jeans,Blue,"['28 in. / 32L ', '\n                29 in. / 32L ', '\n                30 in. / 32L ', '\n                31 in. / 32L ', '\n                38 in. / 32L ', '\n                32 in. / 34L ', '\n                33 in. / 34L ', '\n                34 in. / 34L ', '\n                36 in. / 34L ', '\n                38 in. / 34L ']",£40.00,"['Diesel Buster 0607A Blue Jeans. Diesel Blue Jeans. Button Fly. 92% Cotton, 6% Polyester, 2% Elastane Stretch Denim. Tapered Leg. Diesel Branded Badge']"
Diesel Buster 0607A Jeans,Jeans,0607A,"['W28 / 32L ', '\n                W29 / 32L ', '\n                W30 / 32L ', '\n                W31 / 32L ', '\n                W32 / 32L ', 'W28 / 30L ', '\n                W30 / 30L ', '\n                W32 L30 / 30L ']",£40.00,"['Diesel Buster 0607A Jeans. Diesel Buster 0607A Regular Slim Jeans. Button Fly. 92% Cotton, 6% Polyester, 2% Elastane Stretch Denim. Tapered Leg. Diesel Branded Badge']"
Diesel Buster 0688H Jeans,Jeans,0688H,"['28 in. / 32L ', '\n                29 in. / 30L ', '\n                29 in. / 32L ', '\n                30 in. / 32L ', '\n                31 in. / 32L ', '\n                32 in. / 30L ', '\n                32 in. / 32L ']",£45.00,['Diesel Buster 0688H Jeans. Diesel Buster 0688H Jeans. Button Fly. 98% Cotton 2% Elastane Stretch Denim. Tapered Leg. Diesel Branded Badge']
Diesel Buster 0850Q Jeans,Jeans,0850Q,['W30 / 32L '],£40.00,['Diesel Buster 0850Q Jeans. 100% Cotton. Made In Italy. Blue Eyecons Collection. Regular Fit Tapered Leg. Distressed Wash.']
Diesel Buster 0886Z Jeans,Jeans,0886Z,"['29 in. / 32L ', '30 in. / 32L ', '31 in. / 32L ']",£40.00,['Diesel Buster 0886Z Jeans. Diesel Buster 0886Z Regular Slim Jeans. Button Fly. 98% Cotton 2% Elastane Stretch Denim. Tapered Leg. Diesel Branded Badge']
Diesel Buster 0R84A Jeans,Jeans,0R84A,"['W30 / 30L ', 'W32 / 30L ']",£40.00,['Diesel Buster 0R84A Jeans. Diesel Buster R84A Regular Slim Jeans. Button Fly. 98% Cotton 2% Elastane Stretch Denim. Tapered Leg. Diesel Branded Badge']
Diesel Buster R098I Faded Dark Blue Jeans,Jeans,Blue,"['W30 / 32L ', 'W31 / 32L ', 'W33 / 32L ']",£60.00,"['Diesel Buster R098I Faded Dark Blue Jeans. The Diesel Buster Blue Jeans offer a unique style, boasting a unique Diesel Buster faded dark blue look. Enjoy maximum comfort with the reinforced R098I fit that is tailored to move with you. Update your wardrobe with a jean that perfectly combines style and durability.. Button Fly, Diesel Buster R098I Regular Slim Jeans. 62% Cotton, 37% Lyocell, 1% Elastane. Tapered Leg, Diesel Branded Badge. Style Code: Buster R098I']"
Diesel Buster RB005 Jeans,Jeans,RB005,"['\n                28 in. / 32L ', '\n                29 in. / 32L ', '\n                30 in. / 32L ', '\n                31 in. / 32L ', '\n                32 in. / 32L ', '\n                33 in. / 32L ', '\n                36 in. / 32L ', 'W38 / 32L ', '\n                34 in. / 30L ', '\n                33 in. / 30L ', 'W26 / 30L ', '\n                32 in. / 30L ', '\n                34 in. / 32L ', '\n                34 in. / 34L ']",£40.00,['Diesel Buster RB005 Jeans. Diesel Buster RB005 Regular Slim Jeans. Button Fly. 98% Cotton 2% Elastane Stretch Denim. Tapered Leg. Diesel Branded Badge']
Diesel Buster-X 009EP Blue Jeans,Jeans,Blue,"['\n                28 in. / 30L ', '\n                28 in. / 32L ', '\n                29 in. / 30L ', '29 in. / 32L ']",£50.00,['Diesel Buster-X 009EP Blue Jeans. Diesel Blue Denim Pants. Button Fly. 98% Cotton 2% Elastane Stretch Denim. Tapered Leg. Brand Embossed  Diesel Badge']
Diesel Buster-X 009EP Jeans,Jeans,009EP,"['\n                28 in. / 30L ', '\n                30 in. / 30L ', '\n                29 in. / 32L ', '30 in. / 32L ', '\n                31 in. / 30L ', '\n                32 in. / 30L ', '31 in. / 32L ']",£50.00,['Diesel Buster-X 009EP Jeans. Diesel Buster 009EP Jeans. Button Fly. 98% Cotton 2% Elastane Stretch Denim. Tapered Leg. Diesel Branded Badge']
Diesel Buster-X 009HF Jeans,Jeans,009HF,"['\n                28 in. / 32L ', '\n                29 in. / 30L ', '\n                30 in. / 32L ', '29 in. / 32L ', '\n                30 in. / 30L ', '\n                31 in. / 30L ', '\n                33 in. / 30L ', '\n                31 in. / 32L ', '\n                32 in. / 30L ', '\n                40 in. / 32L ', '\n                32 in. / 32L ', '\n                36 in. / 32L ', '\n                34 in. / 30L ', '\n                34 in. / 32L ']",£45.00,"['Diesel Buster-X 009HF Jeans. Diesel Buster-X 009HF Jeans. Zip Fly. 53% Lyocell, 40% Cotton, 6% Polyester, 1% Elastane. Tapered Leg. Diesel Branded Badge']"
Diesel Chi-Dee 0829G Chinos,Chinos,0829G,['W33 / 30L '],£75.00,"['Diesel Chi-Dee 0829G Chinos. Made In Italy. 51% Linen, 49% Cotton. Reinforced Destroyed Areas. Zip Fly. Brand Embossed Leather Badge']"
Diesel Chi-Shaped 0093R Chinos,Chinos,0093R,['W27 / 30L '],£22.00,"['Diesel Chi-Shaped 0093R Chinos. Diesel Faded Grey Pants. Button Fasten Back Pockets. 98% Cotton, 2% Elastane Stretch Denim. Black Paint Spots Effect. Brand Embossed Logo Badge']"
Diesel Chi-Shaped 051FA Chinos,Chinos,051FA,"['W30 / 30L ', 'W32 / 32L ', 'W33 / 32L ', 'W34 / 32L ']",£35.00,"['Diesel Chi-Shaped 051FA Chinos. Diesel Green Pants. Zip Fly. 98% Cotton, 2% Elastane. Slim Fit. Green Chinos']"
Diesel Chi-Tight-E 79E Chinos,Chinos,79E,['Default Title '],£30.00,['Diesel Chi-Tight-E 79E Chinos. Beige Chino Pants. Hook and Bar Closure. Zip Fly. Side Slant Pockets. Diesel Badge']
Diesel Chi-Tight-E-Band 79E Chinos,Chinos,79E,"['W27 / 30L ', 'W28 / 30L ', 'W29 / 30L ', 'W30 / 30L ', '\n                W31 / 30L ', 'W32 / 32L ', 'W34 / 32L ']",£60.00,['Diesel Chi-Tight-E-Band 79E Chinos. Distressed and Faded. Black Strip Along Seem. Zip Fly. Metal Diesel Badge. Aged Look']
Diesel Circle Copyright Logo Black Jumper,Jumper,Black,"['\n                XL ', 'XS ', '\n                L ', '\n                M ', '\n                S ']",£35.00,"['Diesel Circle Copyright Logo Black Jumper. Diesel Circle Copyright Logo Black Jumper. 82% Cotton, 18% Polyester. Style - S-Girkemb 9XX. Regular Fit, Fits True To Size. Branded Logo On Chest']"
Diesel Circle Copyright Logo Green Jumper,Jumper,Green,"['\n                L ', '\n                M ', '\n                S ', 'XL ', '\n                XS ', '\n                XXL ']",£35.00,"['Diesel Circle Copyright Logo Green Jumper. Diesel Circle Copyright Logo Green Jumper. 82% Cotton, 18% Polyester. Style - S-Girkemb 51F. Regular Fit, Fits True To Size. Branded Logo On Chest']"
Diesel CL-W-Smith-LITM Black Down Jacket,Jacket,Down,"['L ', 'M ', '\n                XL ']",£120.00,['Diesel CL-W-Smith-LITM Black Down Jacket. Diesel CL-W-Smith-LITM Black Duck Down Jacket. Central Zip Closure. Large Branding On The Back. Style - CL-W-Smith-LITM 900. Mouse Logo']
Diesel Coke Cola Peel Brand Logo White Hoodie,Hoodie,White,"['M ', 'S ']",£40.00,"['Diesel Coke Cola Peel Brand Logo White Hoodie. Diesel White Hooded Jumper. 58% Cotton, 42% Polyester, Large Graphic On Front. Crew Neck, Long Sleeves. Elasticated Neck, Sleeve Ends and Bottom. Style: CC-S-ALBY-COLA 0QAZV 100']"
Diesel Copyright Logo Faded Black Hoodie,Hoodie,Black,"['\n                L ', '\n                M ', 'S ', 'XL ']",£55.00,"['Diesel Copyright Logo Faded Black Hoodie. Diesel Copyright Logo Faded Black Hoodie. 100% Cotton. Regular Slim Fit, Fits True To Size. Ribbed Sleeve and Waist Endings. Style: S-Ummerib-A81 9XX']"
Diesel Copyright Logo Faded Blue Hoodie,Hoodie,Blue,"['\n                L ', 'M ', 'S ', '\n                XL ']",£55.00,"['Diesel Copyright Logo Faded Blue Hoodie. Diesel Copyright Logo Faded Blue Hoodie. 100% Cotton. Regular Slim Fit, Fits True To Size. Ribbed Sleeve and Waist Endings. Style: S-Ummerib-A81 8MG']"
Diesel D-Amny 009QE Jeans,Jeans,009QE,"['\n                30 in. / 32L ', '31 in. / 32L ', '\n                32 in. / 32L ', '33 in. / 32L ']",£55.00,"['Diesel D-Amny 009QE Jeans. Diesel D-Amny 009QE Jeans. Zip Fly, Button Fasten. 72% Cotton, 17% Polyester, 9% Viscose, 2% Elastane Stretch Denim. Skinny Fit, Tapered Leg. Stitched D logo Back Right Pocket, Diesel Branded Badge']"
Diesel D-Amny 069QM Jeans,Jeans,069QM,"['\n                30 in. / 32L ', '\n                31 in. / 32L ', '32 in. / 32L ', '\n                33 in. / 32L ']",£55.00,"['Diesel D-Amny 069QM Jeans. Diesel D-Amny 069QM Jeans. Zip Fly, Button Fasten. 98% Cotton, 2% Elastane Stretch Denim. Skinny Fit, Tapered Leg. Stitched D logo Back Right Pocket, Diesel Branded Badge']"
Diesel D-Amny 069WF Jeans,Jeans,069WF,"['30 in. / 30L ', '31 in. / 30L ', '32 in. / 30L ']",£55.00,"['Diesel D-Amny 069WF Jeans. Diesel D-Amny 069WF Jeans. Stitched D logo Back Right Pocket, Diesel Branded Badge. 98% Cotton, 2% Elastane Stretch Denim. Skinny Fit, Tapered Leg, Zip Fly. Style - D-Amny 069WF']"
Diesel D-Arcy 09B55 Black Jeans,Jeans,Black,"['W30 / 30L ', '28 in. / 30L ', '29 in. / 30L ']",£45.00,"['Diesel D-Arcy 09B55 Black Jeans. Diesel D-Arcy Black Jeans. High Rise, Slim Fit, Tapered Leg, Button Fasten, Zip Fly. 97% Cotton, 3% Elastane Stretch Denim. Large Branded Badge, 5 Pocket Jeans. Style Code: D-Arcy 09B55']"
Diesel D-Dean-SP1 009LI Jeans,Jeans,009LI,"['28 in. / 30L ', '\n                30 in. / 30L ']",£50.00,"['Diesel D-Dean-SP1 009LI Jeans. Diesel D-Dean-SP1 009LI Jeans. Diesel Branding On Coin Pocket. 98% Cotton, 2% Elastane Stretch Denim. Slim Fit, Tapered Leg, Branded Badge. Product Code - D-Dean-SP1 009LI']"
Diesel D-Eetar 0095I Grey Jeans,Jeans,Grey,"['W32 L32 / 32L ', 'W33 L32 / 32L ', 'W34 L32 / 32L ', 'W36 L32 / 32L ']",£42.00,"['Diesel D-Eetar 0095I Grey Jeans. Diesel Grey Denim Pants. Button Fly, Black Badge. Regular Fit, Fits True To Size, Tapered Legs. Faded Denim Wash, 5 Slip Pockets, 98% Cotton, 2% Elastane. Style: D-Eetar 0095I Jeans']"
Diesel D-Fining 009NG Jeans,Jeans,009NG,"['30 in. / 30L ', '31 in. / 30L ', '\n                32 in. / 32L ', '\n                32 in. / 30L ']",£70.00,"['Diesel D-Fining 009NG Jeans. Diesel D-Fining 009NG Jeans. Regular Waist, Tapered Leg, Button Fly. 99% Cotton, 1% Elastane Stretch Denim. Made In Italy, Worn Look Denim Wash. Diesel Branded Badge']"
Diesel D-Fining 009ZU Blue Jeans,Jeans,Blue,"['31 in. / 30L ', '32 in. / 30L ', '34 in. / 30L ', '\n                30 in. / 30L ']",£55.00,"['Diesel D-Fining 009ZU Blue Jeans. Diesel Blue Jeans. Regular Waist, Tapered Leg, Button Fly. 98% Cotton, 2% Elastane Stretch Denim, Faded Denim. Large Branded Badge, Worn Look Denim Wash. Style Code: D-Fining 009ZU']"
Diesel D-Fining 0699P Black Jeans,Jeans,Black,"['31 in. / 32L ', '32 in. / 32L ', '34 in. / 32L ']",£55.00,"['Diesel D-Fining 0699P Black Jeans. Diesel Black Jeans. Regular Waist, Tapered Leg, Button Fly. 97% Cotton, 3% Elastane Stretch Denim, Faded Denim. Large Branded Badge, Worn Look Denim Wash. Style Code: D-Fining 0699P']"
Diesel D-Fining 09A15 Black Jeans,Jeans,Black,['34 in. / 32L '],£55.00,"['Diesel D-Fining 09A15 Black Jeans. Diesel Black Jeans. Regular Waist, Tapered Leg, Button Fly. 99% Cotton, 1% Elastane Stretch Denim, Faded Denim. Large Branded Badge, Worn Look Denim Wash. Style Code: D-Fining 09A15']"
Diesel D-Fining Z9A05 Blue Jeans,Jeans,Blue,"['W34 / 30L ', 'W36 / 30L ']",£55.00,"['Diesel D-Fining Z9A05 Blue Jeans. Diesel Blue Faded Jeans, ""Dirty"" Effect Wash. Regular Waist, Tapered Leg, Button Fly. 99% Cotton, 1% Elastane Stretch Denim, Faded Denim. Large Branded Badge, Branded Coin Pocket. Style Code: D-Fining A01714-Z9A05-Z9A05']"
Diesel D-Fining Z9A19 Blue Jeans,Jeans,Blue,"['31 in. / 32L ', '32 in. / 32L ', '33 in. / 32L ', '34 in. / 32L ', '\n                36 in. / 32L ']",£55.00,"['Diesel D-Fining Z9A19 Blue Jeans. Diesel Blue Jeans. Regular Waist, Tapered Leg, Button Fly. 99% Cotton, 1% Elastane Stretch Denim, Faded Denim. Large Branded Badge, Worn Look Denim Wash. Style Code: D-Fining Z9A19']"
Diesel D-Fining-Chino 084AY Jeans,Jeans,084AY,"['30 in. / 30L ', '31 in. / 30L ', '32 in. / 30L ', '33 in. / 30L ']",£60.00,"['Diesel D-Fining-Chino 084AY Jeans. Diesel D-Fining-Chino 084AY  Jeans. Regular Waist, Tapered Leg, Button Fly. 97% Cotton, 2% Elastomultiestere, 1% Elastane Stretch Denim. Worn Look Denim Wash. Diesel Branded Badge']"
Diesel D-Franky Beige Cargo Shorts,Shorts,Cargo,"['W30 ', 'W32 ', 'W31 ']",£45.00,"['Diesel D-Franky Beige Cargo Shorts. Diesel D-Franky Beige Cargo Shorts. Style - D-Franky 0HBAT. Cargo Style, Faded Worn Look. Zip Fly With Button Closure. Branded Badge']"
Diesel D-Istort 009BG Jeans,Jeans,009BG,"['30 in. / 32L ', '31 in. / 32L ', '32 in. / 32L ']",£45.00,"['Diesel D-Istort 009BG Jeans. Diesel D-Istort 009BG Jeans. Zip Fly, Button Fasten. 78% Cotton, 18% Modale, 3% Polyester, 1% Elastane Stretch Denim. Slim Fit, Tapered Leg. Branded Coin Pocket, Diesel Branded Badge']"
Diesel D-Istort 009JJ Jeans,Jeans,009JJ,"['32 in. / 32L ', '\n                33 in. / 32L ']",£65.00,"['Diesel D-Istort 009JJ Jeans. Diesel D-Istort 009JJ Jeans. Zip Fly, Button Fasten, Made In Italy. 78% Cotton, 18% Modale, 3% Polyester, 1% Elastane Stretch Denim. Slim Fit, Tapered Leg. Branded Coin Pocket, Diesel Branded Badge']"
Diesel D-Jack OXF Leather Black Shoes,Shoes,Black,"['6 ', '7 ', '8 ']",£50.00,"['Diesel D-Jack OXF Leather Black Shoes. Diesel D-Jack OXF Leather Black Shoes. Worn Band Detail. Oxford Style Shoe, Lace Fasten. Rubber Sole. Style -Y01710 PR326 T8013']"
Diesel D-Luster 009DG Jeans,Jeans,009DG,"['30 in. / 32L ', '31 in. / 32L ']",£40.00,"['Diesel D-Luster 009DG Jeans. Diesel D-Luster 009DG Jeans. Button Fly, Button Fasten. 98% Cotton, 2% Elastane Stretch Denim. Slim Fit, Tapered Leg, Faded Style. Branded Coin Pocket, Diesel Branded Badge']"
Diesel D-Luster 009NX Jeans,Jeans,009NX,"['\n                30 in. / 32L ', '31 in. / 32L ', '\n                32 in. / 32L ']",£42.00,"['Diesel D-Luster 009NX Jeans. Diesel D-Luster 009NX Jeans. Button Fly, Button Fasten. 98% Cotton, 2% Elastane Stretch Denim. Slim Fit, Tapered Leg, Faded Style. Branded Coin Pocket, Diesel Branded Badge']"
Diesel D-Macs 09A12 Blue Jeans,Jeans,Blue,"['33 in. / 30L ', '\n                34 in. / 30L ', '30 in. / 30L ', '32 in. / 30L ']",£50.00,"['Diesel D-Macs 09A12 Blue Jeans. Diesel Blue Jeans. Regular Waist, Straight Leg, Button Fly. 99% Cotton, 1% Elastane Stretch Denim, Dark Blue. Large Branded Badge, Regular Fit. Style Code: D-Macs 09A12']"
Diesel D-Mihtry 009DG Blue Jeans,Jeans,Blue,"['\n                28 in. / 32L ', '\n                30 in. / 32L ', '31 in. / 30L ', '31 in. / 32L ', '33 in. / 30L ']",£40.00,['Diesel D-Mihtry 009DG Blue Jeans. Diesel Blue Denim Pants. Button Fly. 98% Cotton 2% Elastane Stretch Denim. Diesel Branded Coin Pocket. Brand Embossed  Diesel Badge']
Diesel D-Mihtry 009EQ Jeans,Jeans,009EQ,['31 in. / 32L '],£45.00,"['Diesel D-Mihtry 009EQ Jeans. Diesel D-Mihtry 009EQ Regular Fit Jeans. Button Fly, Worn Faded Denim Wash. 98% Cotton 2% Elastane Stretch Denim. Straight Leg, Branded Badge. Diesel Branded Coin Pocket']"
Diesel D-Mihtry 009PB Grey Jeans,Jeans,Grey,"['\n                29 in. / 30L ', '30 in. / 30L ', '31 in. / 30L ', '32 in. / 32L ', '34 in. / 32L ', '31 in. / 32L ', '34 in. / 30L ']",£45.00,['Diesel D-Mihtry 009PB Grey Jeans. Diesel Grey Denim Pants. Button Fly. 97% Cotton 3% Elastane Stretch Denim. Diesel Branded Coin Pocket. Brand Embossed  Diesel Badge']
Diesel D-Reeft-Jogg 009SU Jeans,Jeans,009SU,"['30 in. / 30L ', '31 in. / 30L ', '32 in. / 30L ', '33 in. / 30L ']",£65.00,"['Diesel D-Reeft-Jogg 009SU Jeans. Diesel D-Reeft-Jogg 009SU Jeans. Regular Waist, Tapered Leg, Zip Fly. 97% Cotton, 2% Elastomultiestere, 1% Elastane Stretch Denim. Worn Look Denim Wash, Jogg Jeans. Diesel Branded Badge']"
Diesel D-Strukt 0097Q Jeans,Jeans,0097Q,"['\n                28 in. / 30L ', '29 in. / 30L ', '30 in. / 30L ']",£60.00,"['Diesel D-Strukt 0097Q Jeans. Diesel D-Strukt 0097Q Jeans. Diesel Branding On Back Pocket And Coin Pocket. 94% Cotton, 4% Elastomultiester, 2% Elastane Stretch Denim. Slim Fit, Tapered Leg. Product Code - D-Strukt 0097Q']"
Diesel D-Throuper CB Black Ankle Boots,Boots,Ankle,"['\n                7 ', '\n                8 ', '\n                9 ', '10 ', '\n                11 ']",£75.00,['Diesel D-Throuper CB Black Ankle Boots. Diesel D-Throuper CB Y02022 PS994 T8013 Boots. 100% Leather Upper. Lace Fasten With Zip Opening. Chelsea Boot In Aged Leather. Style -Y02022 PS994 T8013']
Diesel D-Throuper DBB ZC Ankle Black Boots,Boots,Black,"['7 ', '8 ', '6 ', '9 ', '10 ', '\n                11 ']",£80.00,['Diesel D-Throuper DBB ZC Ankle Black Boots. Diesel D-Throuper DBB ZC Ankle Boots. 100% Leather Upper. Lace Fasten. Shiny Black Leather Chelsea Boot. Style -Y02481 P3852 T8013']
Diesel D-Vider 0090G Jeans,Jeans,0090G,"['\n                W28 / 32L ', '\n                30 in. / 32L ', '\n                31 in. / 32L ', '\n                33 in. / 32L ', 'W28 / 30L ', '\n                34 in. / 32L ', '\n                W29 / 30L ', '\n                32 in. / 32L ', 'W31 / 30L ', '\n                30 in. / 30L ', '\n                36 in. / 32L ', '\n                34 in. / 30L ', '\n                29 in. / 32L ', '\n                32 in. / 30L ', '\n                33 in. / 30L ']",£55.00,"['Diesel D-Vider 0090G Jeans. Diesel D-Vider 0090G Carrot Fit Jeans. Regular Waist, Tapered Leg, Button Fly. 98% Cotton 2% Elastane Stretch Denim. Made In Italy. Diesel Branded Badge']"
